customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Predicted_CLV
2954,1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,74.9,469.8,0.6378409070970648,469.7999999999987
3234,0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,0.2614017600193761,734.3499999999977
2765,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0,0.2248826057490402,4563.000000000001
332,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,69.5,0.815728477611615,69.49999999999787
2873,1,0,1,1,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,3182.95,0.07943239940536564,3182.9500000000007
5696,1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,0.08305266090805422,6991.9000000000015
4138,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,18.85,163.2,0.0921575101783896,163.1999999999976
1887,1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,2,24.0,226.55,0.17824398293614144,226.54999999999816
1942,0,0,0,0,18,1,2,1,0,0,2,2,0,2,0,1,0,95.05,1679.4,0.34502247536103126,1679.3999999999996
6182,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,49.8,0.36152784443767677,49.799999999998
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3789.2,0.03243369165441899,3789.2000000000016
5309,1,1,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1356.3,0.016018375946297982,1356.3000000000022
6372,1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,0.40450789561774775,191.34999999999926
2284,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65,0.01983906230475062,1441.6500000000012
610,1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,113.5,0.04848463364301836,113.49999999999775
1665,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0.015141514657028713,1434.1000000000022
4846,0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,5749.8,0.3714536960699148,5749.800000000001
6609,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0.34877175867129606,4730.900000000001
3635,1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,7467.5,0.10526046004369997,7467.500000000002
6225,1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,3204.65,0.4168424931196979,3204.6500000000005
4501,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,0.8540346510347946,74.89999999999856
5874,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,597.9,0.4311855978037855,597.899999999999
5605,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,434.8,0.2115168682171538,434.7999999999973
2201,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3928.3,0.03587805574671492,3928.3000000000015
4464,0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15,0.4564411584055377,2384.1499999999996
3050,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8468.2,0.034052362215461165,8468.200000000004
3876,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,0.407832765171613,3953.150000000001
720,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9,0.7184516570067458,69.89999999999836
4581,0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,1155.6,0.2339761539993229,1155.5999999999992
294,1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,90.7,237.65,0.701020392309573,237.64999999999995
4712,1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4872.45,0.5187296348327045,4872.450000000002
3793,1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,1021.75,0.647687999113279,1021.7499999999999
3736,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,3,80.85,80.85,0.856600601776654,80.84999999999911
1263,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,402.85,0.08208651453685381,402.849999999999
5243,0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,0,2,74.8,1438.05,0.20092793777239193,1438.0499999999986
6044,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,92.45,6440.25,0.012554790534028257,6440.250000000002
2788,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.3,1414.8,0.015141514657028713,1414.8000000000022
4646,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0.27233643524176154,3548.3
1397,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,0.4151961645374553,503.5999999999985
2280,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,0,1,84.7,5893.9,0.024877445546598837,5893.900000000001
1190,1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,3,19.9,791.15,0.029179583625676405,791.1500000000002
5910,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,5682.25,0.015283462525178735,5682.250000000001
1426,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0.6022121440409723,50.749999999997755
533,1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1529.65,0.01665453054942721,1529.6500000000024
2615,1,0,1,0,6,1,2,1,0,0,0,0,2,0,0,1,2,82.85,460.25,0.7207753081167074,460.24999999999903
6276,0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,868.1,0.012567443900288555,868.0999999999999
3979,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,20.95,0.3401180972991673,20.949999999997075
912,0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,0.017967568177252362,370.49999999999784
922,1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2839.95,0.07725963828200422,2839.95
4997,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1027.25,0.015293658275731425,1027.2499999999995
6844,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,1,117.5,8670.1,0.2386872658541251,8670.100000000002
1574,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,0.19528663740861144,4300.450000000001
2569,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0.39220432029818386,19.449999999996667
2150,0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0,929.3,0.37920578315546016,929.2999999999984
2100,1,0,0,0,12,1,0,1,2,0,2,0,0,0,0,0,0,81.7,858.6,0.32603840561961217,858.5999999999998
4497,0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,3029.1,0.4983903197128048,3029.0999999999995
6625,1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0,0.4136484891427532,1206.9999999999993
5059,1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2647.2,0.11395703412080967,2647.2
6561,0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,5194.05,0.018475741155344814,5194.050000000001
2915,0,0,1,1,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2728.6,0.07174853010421174,2728.5999999999995
3445,1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,809.25,0.01826171992673446,809.2499999999994
3447,0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2,0.01911395281747494,5714.200000000001
2608,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,0.2347011012267299,1291.299999999999
4762,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,0.06696182285646234,2908.1999999999994
2115,0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,953.45,0.7368631240902598,953.4499999999992
2285,1,0,1,1,28,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1682.05,0.07534810144466327,1682.0500000000002
5675,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0.510133144866431,3838.750000000001
5028,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9,0.010046398298735262,1566.9000000000017
5305,1,0,1,1,24,1,0,0,2,0,2,0,0,0,1,1,1,56.25,1454.25,0.058079659718935896,1454.249999999999
895,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4,0.3875622046946075,564.3999999999991
1872,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,273.25,0.43982847622879456,273.2499999999968
4370,1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3,0.07976452071628938,1489.3
530,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1125.6,0.025409917945546954,1125.6000000000013
209,0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,100.2,6851.65,0.46592822948527457,6851.6500000000015
5549,0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,2263.45,0.2262927573432525,2263.4499999999994
5972,1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6,0.4329909582806324,2070.5999999999995
3311,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,55.55,0.7306609065950866,55.549999999998235
270,1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,7542.25,0.0624282543517835,7542.250000000002
6582,0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2656.5,0.4678902988150979,2656.499999999999
3404,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0.030178789587150617,1971.1499999999999
5215,1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,75.85,724.65,0.5997772555288577,724.6499999999988
2830,0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,1412.4,0.05493451583010393,1412.3999999999992
456,1,0,0,0,71,1,2,1,2,0,0,2,0,2,1,0,1,97.65,6687.85,0.060439089028415244,6687.850000000003
6320,0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,452.35,0.027552312125399464,452.349999999998
2137,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,0.019853423077693423,5815.1500000000015
6533,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0.7813361629898715,1235.5499999999997
2579,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1821.8,0.019582785414650968,1821.8000000000009
2908,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,44.6,0.6163078046781869,44.59999999999776
339,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1397.65,0.024684652413977902,1397.6500000000012
4352,0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3975.7,0.0363276000122336,3975.7000000000003
72,1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,1448.8,0.10715831263005203,1448.7999999999997
6992,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,804.25,0.00922402050356472,804.2499999999992
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4,0.518955509702519,273.39999999999907
5123,1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,0.773706039533886,370.64999999999975
4792,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,7634.8,0.10156126748587947,7634.800000000002
6895,1,0,0,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.8,465.45,0.015047218123930943,465.4499999999992
5670,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,369.1,0.018790455341327686,369.09999999999775
1939,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0,0.21035398841598504,596.9999999999991
1882,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3,0.13374854433433328,104.29999999999727
1621,0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05,0.04395466544635323,3231.05
2940,0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,435.45,0.0779198819764614,435.4499999999977
1437,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,835.5,0.03575884013961966,835.5000000000005
6181,0,0,0,0,68,0,1,0,0,2,0,2,0,2,0,0,2,44.95,3085.35,0.11508207638708323,3085.350000000001
3357,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,0.5220538971108163,19.899999999997
125,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,0.047640495392236686,576.6499999999992
2124,1,0,1,1,41,1,2,1,0,0,2,2,2,2,1,1,2,102.6,4213.35,0.3032766853924143,4213.350000000001
6474,1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,1139.2,0.7484312047563446,1139.1999999999991
37,0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75,5597.65,0.2704322479097353,5597.65
2996,0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55,0.022814305393426722,1080.5500000000004
3290,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85,0.6758945571328868,906.8499999999987
1814,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,0.19086092758406353,5760.6500000000015
4813,0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1941.5,0.06955719424910287,1941.499999999999
6494,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,0.02273995003965442,284.34999999999883
643,0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,2369.3,0.038852083290477575,2369.3
5057,1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4,0.2555721576311743,3249.4000000000005
2167,1,0,1,1,25,1,0,0,2,0,0,2,0,0,0,0,2,54.3,1296.8,0.10717731056159965,1296.7999999999993
5062,0,1,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,75.75,606.25,0.6499681158100942,606.2499999999982
3504,0,0,1,1,57,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3687.85,0.08774112539656094,3687.85
6080,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.75,8277.05,0.03243652352654069,8277.05
6425,0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0.2991403936177855,2418.9999999999995
4026,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,45.4,0.6715375933589485,45.39999999999704
5804,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0,0.6487355090219428,437.9999999999985
2725,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0.03329330568350771,1216.5999999999992
3291,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,45.2,0.5706251775403494,45.1999999999977
5945,0,0,0,0,72,1,2,1,2,0,0,2,0,0,2,1,0,84.7,6185.15,0.02044769784157588,6185.150000000001
1586,0,0,1,1,72,0,1,0,2,2,2,2,0,2,2,0,1,55.65,3880.05,0.01761043701658316,3880.0500000000015
5308,1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,0.47472447645110577,418.79999999999865
3453,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,4287.2,0.12489310451842629,4287.2
4699,0,0,0,0,23,1,0,1,0,2,2,2,0,0,0,0,0,83.2,2032.3,0.17862689100481866,2032.2999999999995
4790,1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5,3236.35,0.27579398492579904,3236.3500000000004
6164,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,219.0,0.15604275035343237,218.9999999999987
435,1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,1095.3,0.4902640904136916,1095.2999999999993
5385,0,0,1,0,45,1,0,0,0,0,2,0,0,0,0,1,1,50.25,2221.55,0.17922106057103607,2221.5499999999997
5024,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,741.4,0.3359032224417361,741.3999999999995
1756,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,0,21.15,1419.4,0.013859112145635361,1419.4000000000015
6773,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0.3333298813837018,19.399999999996698
2594,0,0,0,0,37,1,2,0,2,2,2,2,2,0,0,1,1,78.9,2976.95,0.15437276692582572,2976.9500000000003
2494,1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,0,0,18.85,867.3,0.03575884013961966,867.3000000000005
1607,1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,0.5871914418280837,890.6000000000004
77,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95,0.6450136647908891,1553.9500000000007
3456,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.6,94.6,0.9164902188010023,94.59999999999894
1245,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,0.5051304050503359,1961.5999999999988
6951,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15,0.7416253775041476,171.14999999999912
2747,1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,4374.55,0.07730724670084728,4374.550000000002
695,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,1,1,69.05,1815.65,0.27274444899896255,1815.649999999999
3766,0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6,0.03880700732494778,270.59999999999803
6674,0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0.2170002748491857,2835.8999999999996
4721,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45,0.536857027244159,4323.450000000001
4940,1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15,0.08966781999202719,2391.15
4737,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,0.8286329419418277,1145.3499999999992
2015,1,0,0,0,37,1,2,0,2,2,2,2,2,2,1,1,0,90.6,3358.65,0.06141397439663361,3358.650000000002
2161,0,0,1,0,65,1,2,1,0,2,2,2,2,2,2,1,0,107.65,7082.85,0.12404471004125456,7082.850000000002
5367,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,0.5390586000327412,46.29999999999783
6738,0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,1043.35,0.22250231269486337,1043.349999999998
5693,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,0.01509561841060836,4888.200000000002
3044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,24.9,0.7070018088829655,24.899999999996393
5588,1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,146.4,0.12110434730824074,146.39999999999856
6672,0,0,1,0,72,1,2,0,2,2,0,2,0,0,2,0,0,64.75,4804.75,0.010314338933542127,4804.750000000001
6003,1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2820.65,0.038954440531985095,2820.6500000000005
1444,0,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,3,85.3,420.45,0.6965283629920002,420.44999999999914
6597,1,0,0,1,53,1,0,1,2,2,2,0,0,2,1,0,2,95.95,5036.9,0.09105236196523277,5036.900000000002
412,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0.8432959603028976,25.249999999996337
2551,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2,0.28617517154274175,165.19999999999789
5630,1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,89.85,244.45,0.6236340823133546,244.45000000000005
1679,1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4,6841.05,0.350030335434097,6841.050000000003
4293,1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,1423.35,0.03577055590221737,1423.349999999999
3328,1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,5480.25,0.03250812377422645,5480.250000000002
1589,0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,1183.8,0.12986384410593482,1183.7999999999988
1470,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0.02460869434391173,6293.450000000002
5454,0,0,1,0,68,1,2,1,0,0,2,0,2,0,2,1,0,89.95,5974.3,0.06295373341977148,5974.3
1105,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35,0.7674376619824567,143.34999999999792
1275,0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.6,5817.45,0.024227401006719374,5817.450000000001
3214,1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,471.55,0.09189814641833949,471.5499999999986
5907,1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2964.0,0.3591906731201562,2964.000000000001
2380,1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,5969.95,0.2602243847021345,5969.950000000002
2370,1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,3043.6,0.057123299465220906,3043.6000000000004
6235,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,668.4,0.4175457890165267,668.3999999999992
730,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65,0.555956180799831,472.6499999999981
742,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,494.05,0.016321815022404873,494.0499999999982
566,0,0,0,1,24,1,0,2,1,1,1,1,1,1,1,0,0,21.05,531.55,0.038453991754980564,531.5499999999984
2282,1,1,0,0,39,1,2,1,0,0,0,0,2,2,0,1,0,95.65,3759.05,0.5209890107881688,3759.0500000000006
5023,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,0.23654215507281345,135.74999999999727
6863,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0,0.019081232919622545,306.9999999999978
1863,0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,387.9,0.02241655173489116,387.89999999999753
484,0,1,0,0,70,1,2,0,0,2,2,2,2,0,2,1,0,75.5,5212.65,0.03823876803936964,5212.650000000001
5369,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6,0.8476073064636737,79.59999999999832
16,0,0,1,1,34,0,1,0,2,0,2,2,2,2,1,0,3,61.25,1993.2,0.04123651079866667,1993.2
4952,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,2015.8,0.2531694352314809,2015.7999999999988
1650,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,1177.95,0.019908393103204237,1177.950000000001
805,0,0,1,0,27,1,2,1,0,0,2,0,0,2,0,0,0,90.15,2423.4,0.39920271769340543,2423.3999999999996
671,1,0,1,1,26,1,0,0,0,0,2,0,0,0,1,0,3,50.35,1285.8,0.06336243947324147,1285.7999999999988
